Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides DMSO 1	Peptides DMSO 2	Peptides DMSO 3	Peptides OXS008450 1	Peptides OXS008450 2	Peptides OXS008450 3	Peptides OXS008450/OXS008255 1uM 1	Peptides OXS008450/OXS008255 1uM 2	Peptides OXS008450/OXS008255 1uM 3	Peptides OXS008450/OXS008255 25uM 1	Peptides OXS008450/OXS008255 25uM 2	Peptides OXS008450/OXS008255 25uM 3	Peptides OXS008450/OXS008255 5uM 1	Peptides OXS008450/OXS008255 5uM 2	Peptides OXS008450/OXS008255 5uM 3	Peptides OXS008450/Paclitaxel 1	Peptides OXS008450/Paclitaxel 2	Peptides OXS008450/Paclitaxel 3	Peptides OXS008483 1	Peptides OXS008483 2	Peptides OXS008483 3	Razor + unique peptides DMSO 1	Razor + unique peptides DMSO 2	Razor + unique peptides DMSO 3	Razor + unique peptides OXS008450 1	Razor + unique peptides OXS008450 2	Razor + unique peptides OXS008450 3	Razor + unique peptides OXS008450/OXS008255 1uM 1	Razor + unique peptides OXS008450/OXS008255 1uM 2	Razor + unique peptides OXS008450/OXS008255 1uM 3	Razor + unique peptides OXS008450/OXS008255 25uM 1	Razor + unique peptides OXS008450/OXS008255 25uM 2	Razor + unique peptides OXS008450/OXS008255 25uM 3	Razor + unique peptides OXS008450/OXS008255 5uM 1	Razor + unique peptides OXS008450/OXS008255 5uM 2	Razor + unique peptides OXS008450/OXS008255 5uM 3	Razor + unique peptides OXS008450/Paclitaxel 1	Razor + unique peptides OXS008450/Paclitaxel 2	Razor + unique peptides OXS008450/Paclitaxel 3	Razor + unique peptides OXS008483 1	Razor + unique peptides OXS008483 2	Razor + unique peptides OXS008483 3	Unique peptides DMSO 1	Unique peptides DMSO 2	Unique peptides DMSO 3	Unique peptides OXS008450 1	Unique peptides OXS008450 2	Unique peptides OXS008450 3	Unique peptides OXS008450/OXS008255 1uM 1	Unique peptides OXS008450/OXS008255 1uM 2	Unique peptides OXS008450/OXS008255 1uM 3	Unique peptides OXS008450/OXS008255 25uM 1	Unique peptides OXS008450/OXS008255 25uM 2	Unique peptides OXS008450/OXS008255 25uM 3	Unique peptides OXS008450/OXS008255 5uM 1	Unique peptides OXS008450/OXS008255 5uM 2	Unique peptides OXS008450/OXS008255 5uM 3	Unique peptides OXS008450/Paclitaxel 1	Unique peptides OXS008450/Paclitaxel 2	Unique peptides OXS008450/Paclitaxel 3	Unique peptides OXS008483 1	Unique peptides OXS008483 2	Unique peptides OXS008483 3	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Sequence coverage DMSO 1 [%]	Sequence coverage DMSO 2 [%]	Sequence coverage DMSO 3 [%]	Sequence coverage OXS008450 1 [%]	Sequence coverage OXS008450 2 [%]	Sequence coverage OXS008450 3 [%]	Sequence coverage OXS008450/OXS008255 1uM 1 [%]	Sequence coverage OXS008450/OXS008255 1uM 2 [%]	Sequence coverage OXS008450/OXS008255 1uM 3 [%]	Sequence coverage OXS008450/OXS008255 25uM 1 [%]	Sequence coverage OXS008450/OXS008255 25uM 2 [%]	Sequence coverage OXS008450/OXS008255 25uM 3 [%]	Sequence coverage OXS008450/OXS008255 5uM 1 [%]	Sequence coverage OXS008450/OXS008255 5uM 2 [%]	Sequence coverage OXS008450/OXS008255 5uM 3 [%]	Sequence coverage OXS008450/Paclitaxel 1 [%]	Sequence coverage OXS008450/Paclitaxel 2 [%]	Sequence coverage OXS008450/Paclitaxel 3 [%]	Sequence coverage OXS008483 1 [%]	Sequence coverage OXS008483 2 [%]	Sequence coverage OXS008483 3 [%]	Intensity	Intensity DMSO 1	Intensity DMSO 2	Intensity DMSO 3	Intensity OXS008450 1	Intensity OXS008450 2	Intensity OXS008450 3	Intensity OXS008450/OXS008255 1uM 1	Intensity OXS008450/OXS008255 1uM 2	Intensity OXS008450/OXS008255 1uM 3	Intensity OXS008450/OXS008255 25uM 1	Intensity OXS008450/OXS008255 25uM 2	Intensity OXS008450/OXS008255 25uM 3	Intensity OXS008450/OXS008255 5uM 1	Intensity OXS008450/OXS008255 5uM 2	Intensity OXS008450/OXS008255 5uM 3	Intensity OXS008450/Paclitaxel 1	Intensity OXS008450/Paclitaxel 2	Intensity OXS008450/Paclitaxel 3	Intensity OXS008483 1	Intensity OXS008483 2	Intensity OXS008483 3	LFQ intensity DMSO 1	LFQ intensity DMSO 2	LFQ intensity DMSO 3	LFQ intensity OXS008450 1	LFQ intensity OXS008450 2	LFQ intensity OXS008450 3	LFQ intensity OXS008450/OXS008255 1uM 1	LFQ intensity OXS008450/OXS008255 1uM 2	LFQ intensity OXS008450/OXS008255 1uM 3	LFQ intensity OXS008450/OXS008255 25uM 1	LFQ intensity OXS008450/OXS008255 25uM 2	LFQ intensity OXS008450/OXS008255 25uM 3	LFQ intensity OXS008450/OXS008255 5uM 1	LFQ intensity OXS008450/OXS008255 5uM 2	LFQ intensity OXS008450/OXS008255 5uM 3	LFQ intensity OXS008450/Paclitaxel 1	LFQ intensity OXS008450/Paclitaxel 2	LFQ intensity OXS008450/Paclitaxel 3	LFQ intensity OXS008483 1	LFQ intensity OXS008483 2	LFQ intensity OXS008483 3	MS/MS count DMSO 1	MS/MS count DMSO 2	MS/MS count DMSO 3	MS/MS count OXS008450 1	MS/MS count OXS008450 2	MS/MS count OXS008450 3	MS/MS count OXS008450/OXS008255 1uM 1	MS/MS count OXS008450/OXS008255 1uM 2	MS/MS count OXS008450/OXS008255 1uM 3	MS/MS count OXS008450/OXS008255 25uM 1	MS/MS count OXS008450/OXS008255 25uM 2	MS/MS count OXS008450/OXS008255 25uM 3	MS/MS count OXS008450/OXS008255 5uM 1	MS/MS count OXS008450/OXS008255 5uM 2	MS/MS count OXS008450/OXS008255 5uM 3	MS/MS count OXS008450/Paclitaxel 1	MS/MS count OXS008450/Paclitaxel 2	MS/MS count OXS008450/Paclitaxel 3	MS/MS count OXS008483 1	MS/MS count OXS008483 2	MS/MS count OXS008483 3	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
Q08211	Q08211	15	15	15	ATP-dependent RNA helicase A	DHX9	sp|Q08211|DHX9_HUMAN ATP-dependent RNA helicase A OS=Homo sapiens OX=9606 GN=DHX9 PE=1 SV=4	1	15	15	15	1	2	2	2	4	2	4	3	4	1	3	3	3	4	2	1	2	2	5	4	3	1	2	2	2	4	2	4	3	4	1	3	3	3	4	2	1	2	2	5	4	3	1	2	2	2	4	2	4	3	4	1	3	3	3	4	2	1	2	2	5	4	3	16.1	16.1	16.1	140.96	1270	1270	0	146.49	0.9	2	1.7	2.2	3.9	2.2	3.9	3.5	4.3	0.9	2.3	2.7	3.3	4.4	2.2	0.9	2.2	1.6	5.7	4.4	3.1	2296400000	20299000	50025000	17040000	66154000	188380000	87960000	123680000	113410000	125320000	28158000	133040000	142990000	134090000	199290000	85093000	21890000	69750000	28018000	251560000	237920000	172370000	0	60567000	0	75188000	68995000	66202000	41853000	61251000	0	0	0	88775000	68322000	82486000	66617000	0	74872000	0	75103000	56490000	55165000	1	1	1	2	4	2	3	3	5	1	2	3	3	3	2	1	2	2	6	4	3	54				1313	37;220;383;1100;1364;1632;3907;4163;4213;4677;5846;7085;7189;7481;8413	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	37;233;404;1147;1427;1709;4093;4365;4366;4418;4908;6219;7525;7637;7942;8924	263;264;265;266;267;268;269;270;271;272;273;274;275;276;277;278;279;280;1817;2995;2996;7982;7983;9945;9946;11956;11957;11958;11959;11960;11961;11962;11963;11964;11965;11966;27016;27017;27018;27019;27020;28709;28710;29229;29230;29231;29232;29233;29234;29235;32181;32182;40926;49635;50349;50350;52704;59578	265;266;267;268;269;270;271;272;273;274;275;276;277;278;279;280;281;282;1851;3035;3036;8163;8164;10188;10189;12296;12297;12298;12299;12300;12301;12302;12303;12304;12305;12306;27897;27898;27899;27900;27901;29629;29630;30274;30275;30276;30277;30278;30279;30280;33258;33259;42348;51466;52189;52190;52191;54696;61817	266;1851;3035;8164;10189;12301;27897;29630;30280;33258;42348;51466;52189;54696;61817	857	745
Q08554	Q08554	6	6	6	Desmocollin-1	DSC1	sp|Q08554|DSC1_HUMAN Desmocollin-1 OS=Homo sapiens OX=9606 GN=DSC1 PE=1 SV=2	1	6	6	6	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	6	1	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	6	1	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	6	1	0	0	1	7.2	7.2	7.2	99.986	894	894	0	12.361	0	0	1.7	0	0	0	0	1.7	0	0	1.7	0	0	0	0	0	7.2	1.7	0	0	1.7	365330000	0	0	24231000	0	0	0	0	29089000	0	0	36851000	0	0	0	0	0	246120000	29032000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188580000	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	6	1	0	0	1	11				1314	489;3308;5143;7871;7953;7975	True;True;True;True;True;True	514;3464;5433;8355;8439;8461	3709;23343;35737;55575;56075;56076;56077;56078;56079;56080;56175	3756;24161;36959;57652;58153;58154;58155;58156;58157;58158;58253	3756;24161;36959;57652;58158;58253		
Q08752	Q08752	2	2	2	Peptidyl-prolyl cis-trans isomerase D	PPID	sp|Q08752|PPID_HUMAN Peptidyl-prolyl cis-trans isomerase D OS=Homo sapiens OX=9606 GN=PPID PE=1 SV=3	1	2	2	2	0	0	0	0	0	1	1	2	0	1	2	2	2	2	1	1	1	1	2	2	2	0	0	0	0	0	1	1	2	0	1	2	2	2	2	1	1	1	1	2	2	2	0	0	0	0	0	1	1	2	0	1	2	2	2	2	1	1	1	1	2	2	2	8.1	8.1	8.1	40.763	370	370	0	5.219	0	0	0	0	0	4.3	4.3	8.1	0	3.8	8.1	8.1	8.1	8.1	3.8	4.3	3.8	4.3	8.1	8.1	8.1	191170000	0	0	0	0	0	2135700	6103500	13308000	0	18069000	5510500	17657000	29446000	19349000	17341000	1924500	5930400	1588200	27641000	15791000	9379300	0	0	0	0	0	0	0	7464600	0	0	3178700	8554300	8333700	9355900	0	0	0	0	10451000	7901200	4937400	0	0	0	0	0	1	1	2	0	1	2	2	2	2	1	1	1	1	2	1	2	22				1315	3269;6296	True;True	3418;6693	23064;23065;23066;23067;23068;23069;23070;23071;23072;23073;23074;43847;43848;43849;43850;43851;43852;43853;43854;43855;43856;43857;43858	23881;23882;23883;23884;23885;23886;23887;23888;23889;23890;23891;45437;45438;45439;45440;45441;45442;45443;45444;45445;45446;45447;45448	23887;45447		
Q08945	Q08945	1	1	1	FACT complex subunit SSRP1	SSRP1	sp|Q08945|SSRP1_HUMAN FACT complex subunit SSRP1 OS=Homo sapiens OX=9606 GN=SSRP1 PE=1 SV=1	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	2	2	2	81.074	709	709	0	28.804	0	0	0	0	2	2	0	0	0	0	0	0	0	0	2	0	2	2	0	0	0	181300000	0	0	0	0	27633000	35870000	0	0	0	0	0	0	0	0	64489000	0	53306000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40844000	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	4				1316	235	True	248	1938;1939;1940;1941;1942	1972;1973;1974;1975;1976	1976		
Q08J23	Q08J23	7	7	7	tRNA (cytosine(34)-C(5))-methyltransferase	NSUN2	sp|Q08J23|NSUN2_HUMAN tRNA (cytosine(34)-C(5))-methyltransferase OS=Homo sapiens OX=9606 GN=NSUN2 PE=1 SV=2	1	7	7	7	1	0	0	0	1	0	1	2	0	1	1	1	2	2	1	1	2	1	2	2	1	1	0	0	0	1	0	1	2	0	1	1	1	2	2	1	1	2	1	2	2	1	1	0	0	0	1	0	1	2	0	1	1	1	2	2	1	1	2	1	2	2	1	13.7	13.7	13.7	86.47	767	767	0	52.773	2.3	0	0	0	1.4	0	3.5	5	0	2.3	2.3	2.3	5.9	3.7	2.3	2.3	5.9	2.3	3.8	3.7	2.3	1787200000	40012000	0	0	0	23637000	0	31270000	55953000	0	73829000	267140000	150580000	220940000	135830000	84964000	89475000	77397000	117000000	251780000	19607000	147780000	0	0	0	0	0	0	0	0	0	0	0	0	97506000	0	0	0	62995000	0	0	0	0	1	0	0	0	1	0	1	2	0	1	2	1	2	2	1	1	2	1	2	2	1	23				1317	3255;3296;3738;3974;5175;5493;6174	True;True;True;True;True;True;True	3403;3449;3916;4166;5478;5844;6556	22978;22979;23225;25994;25995;25996;25997;27526;35905;38308;42737;42738;42739;42740;42741;42742;42743;42744;42745;42746;42747;42748;42749	23794;23795;24042;26869;26870;26871;26872;28416;37127;39617;44308;44309;44310;44311;44312;44313;44314;44315;44316;44317;44318;44319;44320	23795;24042;26869;28416;37127;39617;44310		
Q09028;H0YEU5;Q5JP02;H0YCT5;H0YF10;H0YDK2	Q09028;H0YEU5;Q5JP02;H0YCT5;H0YF10;H0YDK2	2;1;1;1;1;1	1;0;0;0;0;0	1;0;0;0;0;0	Histone-binding protein RBBP4	RBBP4;RBBP7	sp|Q09028|RBBP4_HUMAN Histone-binding protein RBBP4 OS=Homo sapiens OX=9606 GN=RBBP4 PE=1 SV=3;tr|H0YEU5|H0YEU5_HUMAN Histone-binding protein RBBP4 (Fragment) OS=Homo sapiens OX=9606 GN=RBBP4 PE=1 SV=1;tr|Q5JP02|Q5JP02_HUMAN Histone-binding protein RBBP7 (	6	2	1	1	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	5.9	3.8	3.8	47.655	425	425;167;175;180;207;262	0	2.9757	0	0	0	3.8	3.8	3.8	3.8	3.8	2.1	3.8	3.8	0	3.8	3.8	3.8	3.8	0	3.8	3.8	3.8	3.8	141270000	0	0	0	4555400	9860800	19469000	9705100	10436000	0	8074300	8278300	0	9129900	10201000	23211000	1975100	0	3683400	5322800	5616800	11748000	0	0	0	0	0	10370000	4343900	0	0	0	3857200	0	4120800	0	11586000	0	0	0	0	0	4302700	0	0	0	1	1	2	2	1	0	1	2	0	2	1	2	1	0	1	1	1	2	21				1318	2862;5997	True;False	2989;6373	19481;19482;19483;19484;19485;19486;19487;19488;19489;19490;19491;19492;19493;19494;19495;19496;19497;19498;19499;19500;19501;41659	20058;20059;20060;20061;20062;20063;20064;20065;20066;20067;20068;20069;20070;20071;20072;20073;20074;20075;20076;20077;20078;43086	20071;43086		
Q09161	Q09161	4	4	4	Nuclear cap-binding protein subunit 1	NCBP1	sp|Q09161|NCBP1_HUMAN Nuclear cap-binding protein subunit 1 OS=Homo sapiens OX=9606 GN=NCBP1 PE=1 SV=1	1	4	4	4	0	0	0	0	0	1	0	0	0	1	1	1	2	2	0	0	1	0	2	1	1	0	0	0	0	0	1	0	0	0	1	1	1	2	2	0	0	1	0	2	1	1	0	0	0	0	0	1	0	0	0	1	1	1	2	2	0	0	1	0	2	1	1	7	7	7	91.838	790	790	0	12.397	0	0	0	0	0	2.8	0	0	0	1.4	1.4	1.4	2.7	4.2	0	0	1.4	0	2.9	1.4	1.4	450410000	0	0	0	0	0	63052000	0	0	0	30741000	44886000	0	70192000	112440000	0	0	0	0	55735000	43157000	30211000	0	0	0	0	0	0	0	0	0	0	0	0	0	47529000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	0	0	1	0	1	1	1	11				1319	828;3065;3254;6770	True;True;True;True	864;3202;3402;7186	6222;6223;6224;6225;6226;6227;6228;6229;6230;20870;22976;22977;47412	6366;6367;6368;6369;6370;6371;6372;6373;6374;21518;23792;23793;49174	6370;21518;23792;49174		
Q09666	Q09666	29	29	29	Neuroblast differentiation-associated protein AHNAK	AHNAK	sp|Q09666|AHNK_HUMAN Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens OX=9606 GN=AHNAK PE=1 SV=2	1	29	29	29	1	4	2	2	4	2	5	5	0	7	9	5	10	15	12	2	3	2	4	4	6	1	4	2	2	4	2	5	5	0	7	9	5	10	15	12	2	3	2	4	4	6	1	4	2	2	4	2	5	5	0	7	9	5	10	15	12	2	3	2	4	4	6	13.2	13.2	13.2	629.09	5890	5890	0	74.712	1.3	3.8	2	1.8	3.2	2.7	3.9	2.9	0	5.3	5.1	3.8	6	8	6.6	2.7	4	1.5	3.8	4.5	4.3	4833600000	0	159330000	37206000	28006000	192170000	95033000	125300000	134950000	0	334590000	340400000	315090000	476100000	1069200000	692070000	40239000	73060000	31170000	197530000	198240000	293930000	0	230000000	0	108160000	133290000	91213000	83014000	90412000	0	169420000	119380000	112900000	182110000	354200000	332990000	65584000	73620000	0	65406000	55170000	97189000	1	4	2	2	4	2	5	5	0	7	9	3	10	15	12	1	3	2	4	4	6	101				1320	205;673;2374;3028;3459;3460;3461;3462;3463;3464;4380;5069;7388;7389;7390;7391;7392;7395;7419;7420;7438;7439;7462;7560;7635;7834;7910;7930;7950	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	216;706;2485;3164;3625;3626;3627;3628;3629;3630;3631;4594;5330;7846;7847;7848;7849;7850;7853;7878;7879;7897;7898;7922;8024;8103;8318;8396;8416;8436	1711;1712;1713;1714;1715;1716;1717;1718;1719;1720;1721;1722;1723;1724;1725;5039;16766;16767;20654;20655;20656;20657;20658;24214;24215;24216;24217;24218;24219;24220;24221;24222;24223;24224;24225;24226;24227;30346;35029;51992;51993;51994;51995;51996;51997;51998;51999;52000;52008;52009;52241;52242;52243;52244;52245;52246;52247;52248;52249;52250;52251;52252;52253;52331;52332;52333;52334;52335;52336;52337;52338;52339;52453;52454;52455;53236;53237;53238;53830;53831;53832;53833;53834;53835;53836;53837;53838;53839;53840;53841;53842;53843;53844;53845;55274;55275;55276;55277;55278;55793;55930;55931;56067;56068	1745;1746;1747;1748;1749;1750;1751;1752;1753;1754;1755;1756;1757;1758;1759;5131;17271;17272;21301;21302;21303;21304;21305;25064;25065;25066;25067;25068;25069;25070;25071;25072;25073;25074;25075;25076;25077;31402;36226;53954;53955;53956;53957;53958;53959;53960;53961;53962;53970;53971;54207;54208;54209;54210;54211;54212;54213;54214;54215;54216;54217;54218;54219;54297;54298;54299;54300;54301;54302;54303;54304;54305;54419;54420;54421;55240;55241;55242;55841;55842;55843;55844;55845;55846;55847;55848;55849;55850;55851;55852;55853;55854;55855;55856;57345;57346;57347;57348;57349;57871;58008;58009;58145;58146	1756;5131;17271;21301;25064;25067;25072;25073;25075;25076;31402;36226;53954;53955;53958;53959;53962;53970;54208;54210;54297;54302;54420;55241;55856;57349;57871;58009;58145	858;859;860;861;862;863;864	502;820;1197;1620;1783;2186;4131
Q10472	Q10472	2	2	2	Polypeptide N-acetylgalactosaminyltransferase 1;Polypeptide N-acetylgalactosaminyltransferase 1 soluble form	GALNT1	sp|Q10472|GALT1_HUMAN Polypeptide N-acetylgalactosaminyltransferase 1 OS=Homo sapiens OX=9606 GN=GALNT1 PE=1 SV=1	1	2	2	2	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	0	1	0	1	2	2	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	0	1	0	1	2	2	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	0	1	0	1	2	2	3.9	3.9	3.9	64.218	559	559	0	5.3025	0	0	0	0	0	2.3	2.3	2.3	0	1.6	0	0	0	0	1.6	0	1.6	0	1.6	3.9	3.9	123730000	0	0	0	0	0	4104300	3987100	6002600	0	13198000	0	0	0	0	10657000	0	5215500	0	22222000	28964000	29379000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12198000	11129000	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	0	1	0	1	2	2	11				1321	5588;7428	True;True	5942;7887	39115;39116;39117;39118;39119;52300;52301;52302;52303;52304;52305	40460;40461;40462;40463;40464;54266;54267;54268;54269;54270;54271	40461;54270	865	446
Q10713	Q10713	1	1	1	Mitochondrial-processing peptidase subunit alpha	PMPCA	sp|Q10713|MPPA_HUMAN Mitochondrial-processing peptidase subunit alpha OS=Homo sapiens OX=9606 GN=PMPCA PE=1 SV=2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2.1	2.1	2.1	58.252	525	525	0.0068611	1.5186	0	0	0	0	0	0	0	0	0	0	2.1	0	0	0	0	0	0	0	0	0	0	5041200	0	0	0	0	0	0	0	0	0	0	5041200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2213000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1322	6665	True	7075	46586	48265	48265		
Q12874	Q12874	5	5	5	Splicing factor 3A subunit 3	SF3A3	sp|Q12874|SF3A3_HUMAN Splicing factor 3A subunit 3 OS=Homo sapiens OX=9606 GN=SF3A3 PE=1 SV=1	1	5	5	5	1	1	0	1	0	1	2	2	0	3	3	1	1	1	3	2	1	1	4	2	3	1	1	0	1	0	1	2	2	0	3	3	1	1	1	3	2	1	1	4	2	3	1	1	0	1	0	1	2	2	0	3	3	1	1	1	3	2	1	1	4	2	3	12.6	12.6	12.6	58.848	501	501	0	30.61	4	2.4	0	4	0	4	6.6	6.4	0	8.4	9	2.4	4	4	7.6	6.4	4	4	10.8	5.8	9	1257600000	17636000	0	0	89487000	0	41139000	121130000	95815000	0	63608000	139690000	46562000	73582000	69611000	52163000	29891000	50094000	40004000	170110000	47212000	109840000	0	0	0	0	0	0	62956000	37014000	0	45781000	55612000	0	0	0	45334000	0	0	0	46208000	0	36927000	0	1	0	1	0	1	2	2	0	3	3	1	1	1	3	2	1	1	4	2	3	32				1323	2834;6095;6388;7644;8162	True;True;True;True;True	2958;6474;6786;8113;8656	19358;19359;42143;42144;42145;44477;44478;44479;44480;44481;44482;44483;53869;53870;53871;53872;53873;57642;57643;57644;57645;57646;57647;57648;57649;57650;57651;57652;57653;57654;57655;57656;57657	19931;19932;43577;43578;43579;46079;46080;46081;46082;46083;46084;46085;55880;55881;55882;55883;55884;59830;59831;59832;59833;59834;59835;59836;59837;59838;59839;59840;59841;59842;59843;59844;59845	19932;43577;46083;55882;59836		
Q12904;D6R937	Q12904	4;1	4;1	4;1	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1;Endothelial monocyte-activating polypeptide 2	AIMP1	sp|Q12904|AIMP1_HUMAN Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 OS=Homo sapiens OX=9606 GN=AIMP1 PE=1 SV=2	2	4	4	4	0	0	0	1	2	2	1	2	0	0	0	1	2	2	2	1	0	2	2	2	1	0	0	0	1	2	2	1	2	0	0	0	1	2	2	2	1	0	2	2	2	1	0	0	0	1	2	2	1	2	0	0	0	1	2	2	2	1	0	2	2	2	1	15.4	15.4	15.4	34.352	312	312;150	0	25.099	0	0	0	5.4	5.8	5.8	5.8	5.8	0	0	0	5.8	5.8	9.6	5.8	5.8	0	5.8	9.6	9.6	5.8	269630000	0	0	0	14084000	23546000	25661000	7674700	9397600	0	0	0	3951400	18945000	28622000	17153000	2580100	0	16841000	4556500	92391000	4224100	0	0	0	0	11795000	12506000	0	0	0	0	0	0	10179000	0	10142000	0	0	10176000	0	0	0	0	0	0	1	2	1	1	2	0	0	0	0	2	3	2	1	0	2	2	2	1	22				1324	2237;3830;5862;7249	True;True;True;True	2343;4013;6235;7700	15857;15858;15859;26553;26554;26555;26556;26557;26558;26559;26560;26561;26562;26563;26564;26565;41005;41006;41007;41008;41009;41010;41011;50828	16336;16337;16338;27429;27430;27431;27432;27433;27434;27435;27436;27437;27438;27439;27440;27441;42427;42428;42429;42430;42431;42432;42433;52678	16337;27432;42432;52678	866	202
Q12906;K7EQR9;K7EKJ9;K7ELV3;Q96SI9	Q12906	14;5;3;1;1	14;5;3;1;1	14;5;3;1;1	Interleukin enhancer-binding factor 3	ILF3	sp|Q12906|ILF3_HUMAN Interleukin enhancer-binding factor 3 OS=Homo sapiens OX=9606 GN=ILF3 PE=1 SV=3	5	14	14	14	0	3	3	3	4	4	3	5	1	5	4	3	4	6	5	1	1	2	10	7	6	0	3	3	3	4	4	3	5	1	5	4	3	4	6	5	1	1	2	10	7	6	0	3	3	3	4	4	3	5	1	5	4	3	4	6	5	1	1	2	10	7	6	20.1	20.1	20.1	95.337	894	894;180;254;116;672	0	63.558	0	3.8	3.6	6.4	4.9	5.8	3.8	6	1.2	6.7	5.6	4.9	4.9	7.9	7.4	1.2	1.2	2.8	12.3	12.3	8.8	2990400000	0	17215000	17439000	51733000	120470000	81584000	166350000	184980000	2044700	166030000	138390000	147250000	373610000	460940000	282070000	5548100	0	46060000	290320000	156500000	281900000	0	69108000	76670000	74972000	97188000	62232000	125680000	115390000	0	83302000	58630000	70800000	133480000	123880000	83903000	0	0	63742000	58954000	48115000	56792000	0	3	3	3	5	4	5	7	1	5	4	3	4	5	6	1	1	2	8	6	5	81				1325	953;1002;1440;1468;2700;4588;5860;6258;6319;7653;7699;7744;7862;8235	True;True;True;True;True;True;True;True;True;True;True;True;True;True	993;1045;1507;1535;2820;4814;6233;6652;6716;8122;8170;8216;8346;8733	7083;7084;7085;7086;7087;7088;7089;7293;7294;7295;10464;10465;10466;10467;10468;10469;10470;10471;10472;10473;10474;10475;10476;10477;10478;10479;10480;10481;10624;10625;10626;10627;10628;10629;10630;10631;10632;10633;10634;10635;10636;10637;10638;18745;31688;31689;31690;31691;31692;31693;31694;31695;31696;31697;31698;31699;31700;31701;40998;40999;41000;41001;41002;43516;43517;43978;53892;53893;53894;53895;53896;53897;53898;53899;53900;53901;53902;54256;54540;54541;54542;54543;54544;55530;55531;55532;58166	7246;7247;7248;7249;7250;7251;7252;7457;7458;7459;10718;10719;10720;10721;10722;10723;10724;10725;10726;10727;10728;10729;10730;10731;10732;10733;10734;10735;10879;10880;10881;10882;10883;10884;10885;10886;10887;10888;10889;10890;10891;10892;10893;19282;32758;32759;32760;32761;32762;32763;32764;32765;32766;32767;32768;32769;32770;32771;42420;42421;42422;42423;42424;45098;45099;45568;55903;55904;55905;55906;55907;55908;55909;55910;55911;55912;55913;56273;56569;56570;56571;56572;56573;57607;57608;57609;60359	7251;7458;10728;10883;19282;32768;42423;45098;45568;55905;56273;56570;57609;60359	867	266
